Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, ,OBPM,DBPM,BPM,VORP
242,Brice Johnson\johnsbr02,PF,23,TOT,11,45,22.5,.630,.067,.133,7.5,34.2,21.0,3.5,7.6,3.8,20.1,19.3,"",0.0,0.2,0.2,.181,"",-3.2,4.8,1.7,0.0
243,Dakari Johnson\johnsda04,C,22,OKC,26,150,16.6,.566,.000,.474,10.8,13.1,11.9,7.8,2.0,4.3,6.1,14.1,"",0.3,0.2,0.6,.178,"",-1.0,1.3,0.4,0.1
244,James Johnson\johnsja01,PF,30,MIA,53,1403,14.2,.553,.325,.244,3.6,16.9,10.3,22.4,1.7,1.9,18.2,19.3,"",0.9,1.9,2.8,.096,"",-0.7,1.6,0.8,1.0
245,Joe Johnson\johnsjo02,SF,36,TOT,37,836,8.7,.498,.393,.117,1.6,14.9,8.3,9.3,0.9,0.6,11.8,16.5,"",-0.2,0.8,0.5,.031,"",-3.2,-0.5,-3.7,-0.4
246,Stanley Johnson\johnsst04,SF,21,DET,50,1401,9.1,.493,.435,.281,1.9,13.3,7.4,8.2,2.1,0.6,10.4,15.7,"",0.0,1.6,1.6,.053,"",-2.2,0.7,-1.4,0.2
247,Tyler Johnson\johnsty01,PG,25,MIA,53,1545,12.9,.547,.466,.211,1.9,11.6,6.8,12.3,1.6,1.4,10.2,18.7,"",1.3,1.8,3.1,.096,"",-0.2,0.1,-0.1,0.8
248,Wesley Johnson\johnswe01,SF,30,LAC,55,1228,9.6,.507,.487,.166,1.9,14.3,8.2,5.5,2.5,3.8,12.7,13.3,"",-0.3,1.6,1.4,.054,"",-2.3,2.7,0.4,0.7
249,Nikola Jokic\jokicni01,C,22,DEN,54,1699,23.9,.593,.278,.326,9.9,28.3,19.0,29.8,1.8,2.0,16.1,23.9,"",5.1,2.1,7.2,.203,"",4.5,2.4,6.9,3.8
250,Damian Jones\jonesda03,C,22,GSW,3,8,-4.4,"","","",15.3,0.0,7.0,0.0,0.0,9.8,100.0,5.5,"",0.0,0.0,0.0,-0.046,"",-7.0,4.0,-3.1,0.0
251,Derrick Jones\jonesde02,SF,20,TOT,16,226,9.1,.464,.341,.455,8.5,7.0,7.7,4.9,0.9,4.8,10.2,11.6,"",0.1,0.2,0.3,.064,"",-3.1,1.4,-1.7,0.0
252,Jalen Jones\jonesja04,SF,24,TOT,9,52,8.1,.526,.308,.385,2.1,28.5,15.0,2.9,1.0,0.0,11.6,14.9,"",0.0,0.1,0.0,.042,"",-6.3,-2.6,-9.0,-0.1
253,Tyus Jones\jonesty01,PG,21,MIN,64,1149,13.8,.569,.382,.219,1.4,9.9,5.6,20.0,3.3,0.2,13.5,12.3,"",1.8,1.0,2.8,.116,"",0.8,-0.2,0.6,0.8
254,DeAndre Jordan\jordade01,C,29,LAC,55,1753,19.5,.658,.000,.494,14.5,36.4,25.6,6.3,0.9,2.7,16.9,14.4,"",4.1,2.7,6.8,.187,"",0.2,1.9,2.1,1.8
255,Cory Joseph\josepco01,PG,26,IND,61,1612,10.9,.508,.316,.167,1.9,11.0,6.5,16.1,1.7,0.8,12.0,14.5,"",1.0,1.3,2.2,.067,"",-1.2,-0.2,-1.5,0.2
256,Frank Kaminsky\kaminfr01,PF,24,CHO,59,1368,14.0,.527,.396,.247,2.9,14.9,8.8,10.9,1.0,1.1,7.0,20.5,"",1.4,1.2,2.5,.089,"",-0.1,-0.9,-1.0,0.3
257,Enes Kanter\kanteen01,C,25,NYK,58,1497,23.8,.638,.003,.244,15.8,30.4,23.1,9.8,0.9,1.8,14.1,21.9,"",4.4,1.8,6.2,.198,"",2.5,0.3,2.8,1.8
258,Luke Kennard\kennalu01,SG,21,DET,54,973,11.0,.542,.420,.133,1.7,11.1,6.2,11.5,1.6,0.7,12.7,16.5,"",0.4,0.9,1.3,.065,"",-1.7,-0.5,-2.2,-0.1
259,Michael Kidd-Gilchrist\kiddgmi01,SF,24,CHO,54,1387,13.4,.542,.005,.289,4.7,13.6,9.0,6.5,1.4,1.6,6.4,16.1,"",1.6,1.4,3.0,.103,"",-1.7,0.7,-1.0,0.4
260,Sean Kilpatrick\kilpase01,SG,28,TOT,39,388,8.5,.466,.524,.226,0.6,16.6,8.6,11.9,0.9,0.4,11.9,24.0,"",-0.5,0.3,-0.2,-0.028,"",-4.2,-3.4,-7.6,-0.5
261,Maxi Kleber\klebima01,PF,26,DAL,54,925,12.4,.544,.368,.153,6.8,13.5,10.1,6.4,1.1,3.4,7.2,13.7,"",1.0,0.9,1.9,.098,"",-1.4,1.1,-0.2,0.4
262,Furkan Korkmaz\korkmfu01,SG,20,PHI,6,32,4.3,.349,.667,.167,7.0,13.2,10.2,8.6,1.5,0.0,7.2,18.6,"",0.0,0.0,0.0,-0.020,"",-4.4,-2.5,-6.9,0.0
263,Luke Kornet\kornelu01,PF,22,NYK,4,48,9.6,.289,.789,.000,7.1,23.2,15.2,8.4,2.1,7.3,0.0,17.3,"",-0.1,0.1,0.0,-0.008,"",-3.6,2.8,-0.8,0.0
264,Kyle Korver\korveky01,SG,36,CLE,60,1280,13.4,.645,.783,.145,0.8,9.9,5.4,8.3,0.9,1.3,9.1,16.5,"",2.3,0.4,2.7,.101,"",2.3,-2.4,-0.2,0.6
265,Kosta Koufos\koufoko01,C,28,SAC,56,1053,16.8,.558,.000,.229,11.5,26.7,18.8,9.1,1.8,2.0,10.7,14.7,"",1.6,1.0,2.6,.118,"",-1.1,1.0,-0.1,0.5
266,Kyle Kuzma\kuzmaky01,PF,22,LAL,59,1730,14.2,.541,.410,.193,4.3,16.8,10.6,9.3,0.9,1.2,10.7,22.9,"",1.1,1.6,2.7,.075,"",-0.4,-1.3,-1.7,0.1
267,Mindaugas Kuzminskas\kuzmimi01,SF,28,NYK,1,2,-41.3,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.7,"",0.0,0.0,0.0,-1.054,"",-36.6,-12.5,-49.1,0.0
268,Skal Labissiere\labissk01,PF,21,SAC,46,863,14.9,.521,.088,.282,8.6,18.4,13.3,7.3,1.2,3.5,10.7,20.9,"",0.6,0.5,1.1,.062,"",-2.5,-0.6,-3.1,-0.2
269,Jeremy Lamb\lambje01,SG,25,CHO,61,1514,17.4,.552,.301,.257,2.8,16.2,9.3,15.6,1.6,1.4,8.7,23.1,"",2.3,1.6,4.0,.125,"",1.1,0.0,1.1,1.2
270,Shane Larkin\larkish01,PG,25,BOS,40,451,8.3,.487,.391,.172,1.5,9.7,5.7,14.6,1.6,0.4,13.2,15.7,"",0.0,0.6,0.6,.059,"",-3.5,-0.2,-3.7,-0.2
271,Joffrey Lauvergne\lauvejo01,C,26,SAS,41,430,17.2,.552,.032,.266,13.4,22.1,17.8,13.2,0.8,0.6,14.8,21.1,"",0.6,0.6,1.1,.128,"",-1.0,-0.2,-1.1,0.1
272,Zach LaVine\lavinza01,SG,22,CHI,17,454,16.9,.514,.331,.285,1.6,16.8,9.0,19.7,1.7,0.4,8.7,30.9,"",0.1,0.4,0.5,.054,"",0.4,-1.9,-1.5,0.1
273,Jake Layman\laymaja01,SF,23,POR,27,146,4.5,.338,.442,.070,3.1,7.4,5.3,9.4,2.0,1.7,8.3,14.6,"",-0.2,0.2,-0.1,-0.026,"",-5.2,0.1,-5.1,-0.1
274,T.J. Leaf\leaftj01,PF,20,IND,43,400,10.4,.553,.313,.104,7.2,11.7,9.5,2.8,0.6,0.7,7.0,14.4,"",0.5,0.2,0.7,.081,"",-1.6,-3.0,-4.6,-0.3
275,Courtney Lee\leeco01,SG,32,NYK,62,1965,13.3,.557,.366,.172,1.6,9.7,5.6,12.3,1.8,0.5,9.6,17.4,"",2.3,1.3,3.7,.089,"",1.0,-0.5,0.5,1.2
276,"Walt Lemon, Jr.\lemonwa01",PG,"",NOP,3,14,-3.8,.333,.000,.000,0.0,0.0,0.0,9.9,0.0,0.0,14.3,21.7,"",-0.1,0.0,-0.1,-0.215,"",-12.7,-7.4,-20.1,-0.1
277,Alex Len\lenal01,C,24,PHO,53,1100,19.1,.617,.000,.628,12.6,28.3,20.3,9.3,1.0,3.4,14.7,16.3,"",2.5,1.1,3.5,.155,"",-0.4,1.4,1.0,0.8
278,Kawhi Leonard\leonaka01,SF,26,SAS,9,210,26.1,.572,.315,.342,3.2,19.0,11.1,17.8,4.3,3.6,11.1,30.7,"",0.4,0.5,0.9,.198,"",2.7,3.1,5.8,0.4
279,Meyers Leonard\leoname01,C,25,POR,23,177,19.0,.704,.304,.179,5.7,23.2,14.6,9.1,1.1,0.0,10.4,16.8,"",0.6,0.2,0.8,.214,"",1.7,-1.0,0.7,0.1
280,Jon Leuer\leuerjo01,PF,28,DET,8,136,9.0,.505,.083,.417,5.6,21.1,13.1,5.3,0.4,2.0,14.1,16.1,"",0.0,0.1,0.1,.049,"",-5.5,-0.3,-5.8,-0.1
281,Caris LeVert\leverca01,SF,23,BRK,52,1346,13.5,.521,.337,.271,3.0,12.3,7.6,25.0,2.1,1.0,17.2,22.5,"",0.0,1.3,1.3,.046,"",-0.9,0.2,-0.7,0.4
282,DeAndre Liggins\liggide01,SG,29,TOT,43,594,6.9,.505,.542,.060,1.4,10.3,5.9,8.2,3.0,1.7,15.8,7.7,"",0.0,0.7,0.6,.051,"",-2.7,1.6,-1.1,0.1
283,Damian Lillard\lillada01,PG,27,POR,54,1972,24.6,.598,.432,.354,2.1,11.4,6.8,31.1,1.4,0.9,12.4,30.3,"",6.7,2.0,8.7,.211,"",7.0,-0.9,6.1,4.0
284,Jeremy Lin\linje01,PG,29,BRK,1,25,16.1,.597,.167,.583,0.0,0.0,0.0,27.4,0.0,0.0,16.6,31.2,"",0.1,0.0,0.0,.093,"",-3.0,-10.1,-13.1,-0.1
285,Shaun Livingston\livinsh01,PG,32,GSW,54,830,10.9,.531,.012,.178,3.5,8.6,6.3,16.2,1.4,1.6,14.1,16.0,"",0.6,0.7,1.3,.077,"",-2.6,-0.8,-3.4,-0.3
286,Kevon Looney\looneke01,C,21,GSW,48,521,13.3,.584,.000,.490,12.5,15.6,14.2,6.1,1.3,4.3,15.3,12.0,"",0.8,0.7,1.4,.132,"",-1.1,1.4,0.3,0.3
287,Brook Lopez\lopezbr01,C,29,LAL,52,1114,14.9,.531,.436,.188,5.0,13.8,9.4,11.1,0.9,5.1,11.7,24.4,"",0.4,1.3,1.7,.073,"",-0.8,0.3,-0.5,0.4
288,Robin Lopez\lopezro01,C,29,CHI,57,1577,14.6,.549,.013,.146,8.2,10.2,9.1,12.3,0.4,2.7,13.5,20.5,"",1.1,0.8,1.9,.058,"",-1.7,-0.1,-1.8,0.1
289,Kevin Love\loveke01,C,29,CLE,48,1342,22.8,.613,.433,.369,7.8,29.3,18.7,9.3,1.2,1.3,9.3,25.5,"",4.0,1.3,5.3,.188,"",2.7,-1.7,1.0,1.0
290,Kyle Lowry\lowryky01,PG,31,TOR,57,1830,19.5,.591,.615,.294,3.2,16.3,9.9,29.2,1.8,0.4,14.4,22.3,"",4.9,2.5,7.3,.192,"",5.2,0.5,5.7,3.6
291,Timothe Luwawu-Cabarrot\luwawti01,SF,22,PHI,48,790,7.0,.506,.592,.219,2.0,7.8,5.0,9.5,0.7,0.5,11.6,17.8,"",0.0,0.6,0.6,.038,"",-2.3,-2.6,-4.9,-0.6
292,Tyler Lydon\lydonty01,PF,21,DEN,1,2,0.0,"","","",0.0,0.0,0.0,0.0,0.0,0.0,"",0.0,"",0.0,0.0,0.0,-0.011,"",-5.7,-0.7,-6.4,0.0
293,Trey Lyles\lylestr01,PF,22,DEN,56,1152,18.4,.598,.400,.273,4.5,23.6,14.0,9.5,1.2,2.1,8.8,21.0,"",2.4,1.1,3.5,.145,"",0.9,-1.1,-0.2,0.5
294,Shelvin Mack\macksh01,PG,27,ORL,48,878,13.7,.531,.286,.286,2.1,12.2,7.1,29.9,1.8,0.5,17.7,15.8,"",1.0,0.5,1.4,.078,"",-1.1,-1.3,-2.5,-0.1
295,Josh Magette\magetjo01,PG,28,ATL,10,74,17.9,.595,.467,.400,1.5,9.3,5.4,41.8,2.0,0.0,10.2,11.6,"",0.3,0.0,0.3,.208,"",1.0,-4.1,-3.0,0.0
296,Ian Mahinmi\mahinia01,C,31,WAS,60,894,12.0,.628,.006,.599,12.4,16.4,14.4,6.4,1.6,3.3,25.4,14.3,"",0.9,1.1,2.0,.107,"",-1.9,1.9,0.0,0.4
297,Thon Maker\makerth01,C,20,MIL,61,1090,10.8,.510,.332,.299,7.3,14.8,11.1,5.3,1.4,3.9,10.8,14.4,"",0.5,1.1,1.6,.071,"",-2.4,0.4,-2.0,0.0
298,Boban Marjanovic\marjabo01,C,29,TOT,23,191,23.2,.614,.000,.621,11.4,26.9,18.9,13.8,1.6,3.2,19.0,31.5,"",0.3,0.3,0.6,.161,"",-1.6,0.6,-1.0,0.1
299,Lauri Markkanen\markkla01,PF,20,CHI,55,1670,14.7,.539,.474,.175,3.9,23.7,13.5,6.4,0.9,1.8,8.4,21.6,"",0.9,1.5,2.3,.067,"",-1.1,-1.0,-2.1,0.0
300,Jarell Martin\martija01,PF,23,MEM,57,1193,10.3,.521,.193,.223,6.9,14.6,10.7,6.3,1.4,3.1,14.5,16.2,"",0.1,1.1,1.2,.048,"",-3.2,0.6,-2.6,-0.2
301,Frank Mason\masonfr01,PG,23,SAC,33,601,12.3,.488,.200,.318,2.6,10.8,6.5,23.8,1.4,0.8,14.9,22.0,"",0.0,0.2,0.1,.010,"",-2.4,-2.4,-4.8,-0.4
302,Mangok Mathiang\mathima01,C,25,CHO,3,10,-1.5,.000,.000,.000,10.6,56.0,32.7,0.0,0.0,0.0,0.0,8.7,"",0.0,0.0,0.0,-0.086,"",-15.8,-5.3,-21.2,0.0
303,Wesley Matthews\matthwe02,SF,31,DAL,61,2075,11.7,.546,.577,.145,1.4,9.3,5.3,12.3,1.8,0.7,10.3,17.8,"",1.1,1.6,2.7,.061,"",0.4,-0.1,0.3,1.2
304,Luc Mbah a Moute\mbahalu01,PF,31,HOU,44,1181,9.6,.588,.514,.251,1.5,12.0,6.8,4.9,2.1,1.4,15.3,12.4,"",0.5,1.4,1.9,.077,"",-1.6,1.3,-0.3,0.5
305,James Michael McAdoo\mcadoja01,PF,25,PHI,3,18,7.6,.508,1.000,.286,0.0,11.7,6.1,0.0,0.0,4.7,11.3,21.1,"",0.0,0.0,0.0,.021,"",-4.3,-4.6,-8.9,0.0
306,Patrick McCaw\mccawpa01,SG,22,GSW,51,798,8.3,.508,.368,.144,2.3,7.3,5.0,10.9,2.2,0.8,14.7,11.9,"",0.1,0.7,0.9,.054,"",-2.0,-0.3,-2.3,-0.1
307,C.J. McCollum\mccolcj01,SG,26,POR,60,2160,17.1,.544,.316,.164,1.9,9.6,5.8,14.9,1.3,0.8,8.8,26.7,"",2.9,2.0,4.8,.108,"",1.5,-1.3,0.1,1.2
308,T.J. McConnell\mccontj01,PG,25,PHI,53,1298,13.2,.559,.153,.098,2.6,11.8,7.4,26.2,2.8,0.6,21.7,14.3,"",1.1,1.8,2.9,.107,"",-1.4,1.1,-0.3,0.6
309,Erik McCree\mccreer01,SF,24,UTA,2,3,-14.0,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.1,"",0.0,0.0,0.0,-0.363,"",-17.1,-3.6,-20.7,0.0
310,Chris McCullough\mcculch01,PF,22,WAS,19,90,15.9,.478,.190,.333,8.8,22.4,15.6,7.0,0.0,4.9,4.0,24.5,"",0.1,0.1,0.2,.085,"",-3.8,-1.8,-5.5,-0.1
311,Doug McDermott\mcderdo01,SF,26,TOT,62,1324,10.5,.574,.435,.161,3.1,9.4,6.3,6.8,0.5,0.9,8.7,14.5,"",1.5,0.5,2.0,.072,"",-0.2,-1.7,-1.8,0.1
312,JaVale McGee\mcgeeja01,C,30,GSW,46,391,21.4,.656,.046,.300,9.4,17.6,13.9,8.1,1.6,7.8,10.9,18.5,"",1.0,0.7,1.7,.212,"",0.3,2.6,2.9,0.5
313,Rodney McGruder\mcgruro01,SG,26,MIA,1,9,10.3,.750,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,"",0.0,0.0,0.0,.113,"",1.2,-4.3,-3.2,0.0
314,Trey McKinney-Jones\mckintr01,SG,27,IND,1,1,0.0,"","","",0.0,0.0,0.0,0.0,0.0,0.0,"",0.0,"",0.0,0.0,0.0,-0.004,"",-5.6,-0.3,-5.9,0.0
315,Alfonzo McKinnie\mckinal01,SF,25,TOR,12,48,9.8,.663,.615,.231,0.0,13.7,7.0,2.9,1.0,1.7,17.3,15.7,"",0.0,0.1,0.1,.082,"",-1.7,-1.3,-3.1,0.0
316,Ben McLemore\mclembe01,SG,24,MEM,38,628,7.6,.505,.441,.147,2.8,9.9,6.3,7.5,1.7,1.2,14.1,18.9,"",-0.4,0.4,0.0,.002,"",-3.2,-1.6,-4.8,-0.4
317,Josh McRoberts\mcrobjo01,PF,30,DAL,2,6,-12.6,.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6,"",0.0,0.0,0.0,-0.192,"",-9.7,-2.4,-12.1,0.0
318,Jodie Meeks\meeksjo01,SG,30,WAS,59,871,11.9,.532,.535,.314,1.8,10.7,6.3,9.1,1.4,0.4,8.2,19.0,"",0.8,0.7,1.4,.078,"",-0.7,-2.2,-2.9,-0.2
319,Salah Mejri\mejrisa01,C,31,DAL,55,659,18.1,.650,.024,.472,12.9,26.9,19.7,6.6,1.6,8.5,19.1,12.7,"",1.2,1.3,2.5,.182,"",-2.1,5.5,3.3,0.9
320,Jordan Mickey\mickejo01,PF,23,MIA,18,240,10.1,.513,.164,.239,6.6,27.4,17.0,5.8,0.6,2.8,16.8,16.7,"",-0.1,0.4,0.3,.051,"",-5.8,0.4,-5.4,-0.2
321,Khris Middleton\middlkh01,SF,26,MIL,61,2231,16.9,.570,.325,.280,1.6,15.1,8.4,18.2,1.8,0.5,11.7,24.8,"",3.1,1.8,4.9,.105,"",1.4,-1.2,0.1,1.2
322,C.J. Miles\milescj01,SF,30,TOR,50,919,15.0,.569,.763,.159,1.5,10.1,5.9,5.8,1.7,1.5,4.9,22.1,"",1.5,1.1,2.6,.135,"",2.8,-2.0,0.8,0.7
323,Darius Miller\milleda01,SF,27,NOP,61,1432,9.9,.638,.762,.149,0.8,8.4,4.7,7.5,0.7,0.6,9.6,12.9,"",1.9,0.5,2.4,.082,"",1.0,-2.0,-1.0,0.3
324,Malcolm Miller\millema01,SF,24,TOR,5,23,6.4,.429,.857,.000,5.0,19.0,12.2,5.6,0.0,0.0,0.0,13.3,"",0.0,0.0,0.0,.059,"",-1.7,-2.7,-4.4,0.0
325,Patty Mills\millspa02,PG,29,SAS,62,1510,12.5,.571,.614,.175,1.2,7.3,4.2,16.5,1.4,0.5,13.5,18.0,"",1.5,1.6,3.2,.100,"",1.0,-1.3,-0.3,0.6
326,Paul Millsap\millspa01,PF,32,DEN,17,498,16.9,.528,.292,.307,5.9,18.3,12.0,15.5,1.8,3.7,13.0,24.1,"",0.4,0.6,0.9,.089,"",-0.5,0.8,0.3,0.3
327,Nikola Mirotic\mirotni01,PF,26,TOT,35,943,19.3,.584,.534,.227,4.3,23.6,13.8,9.4,1.4,2.4,8.4,24.2,"",1.4,1.0,2.5,.127,"",1.8,-0.8,1.0,0.7
328,Donovan Mitchell\mitchdo01,SG,21,UTA,58,1877,16.7,.543,.403,.195,2.2,10.2,6.2,19.2,2.3,1.0,12.8,29.0,"",0.8,2.3,3.2,.081,"",1.3,-0.5,0.8,1.3
329,Naz Mitrou-Long\mitrona01,SG,24,UTA,1,1,135.4,1.500,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.3,"",0.1,0.0,0.1,2.719,"",69.3,-14.6,54.8,0.0
330,Malik Monk\monkma01,SG,19,CHO,45,515,6.5,.429,.572,.074,0.4,7.0,3.6,14.5,1.0,0.5,8.9,21.9,"",-0.7,0.3,-0.4,-0.034,"",-3.1,-3.4,-6.5,-0.6
331,Greg Monroe\monrogr01,C,27,TOT,32,647,19.8,.601,.000,.296,11.3,25.4,18.2,16.4,1.7,1.3,16.9,20.5,"",1.1,0.7,1.8,.132,"",0.0,1.0,1.0,0.5
332,Luis Montero\montelu01,SG,24,DET,2,8,-15.6,.000,.000,.000,0.0,28.7,13.9,0.0,0.0,0.0,66.7,16.5,"",-0.1,0.0,-0.1,-0.447,"",-23.6,-2.1,-25.7,0.0
333,Ben Moore\moorebe01,PF,22,IND,2,9,-2.3,"","","",0.0,12.4,6.3,13.0,0.0,0.0,"",0.0,"",0.0,0.0,0.0,.071,"",-5.1,0.1,-5.0,0.0
334,E'Twaun Moore\mooreet01,SG,28,NOP,61,1942,11.8,.592,.378,.090,2.6,6.9,4.8,9.5,1.5,0.3,10.6,15.9,"",2.0,1.0,3.0,.073,"",0.5,-1.2,-0.7,0.6
335,Eric Moreland\moreler01,PF,26,DET,49,545,12.5,.511,.000,.309,10.7,26.5,18.4,13.3,1.5,4.7,22.2,8.0,"",0.5,0.9,1.5,.129,"",-3.0,5.0,2.0,0.5
336,Jaylen Morris\morrija01,PG,"",ATL,1,12,-14.7,.167,.333,.000,9.4,9.5,9.4,0.0,0.0,0.0,25.0,29.2,"",-0.1,0.0,-0.1,-0.532,"",-20.5,-8.2,-28.7,-0.1
337,Marcus Morris\morrima03,PF,28,BOS,39,981,13.9,.526,.385,.238,4.0,19.7,12.0,8.5,1.1,0.8,8.7,22.5,"",0.6,1.5,2.1,.103,"",-1.5,-0.4,-1.9,0.0
338,Markieff Morris\morrima02,PF,28,WAS,53,1403,12.9,.565,.302,.180,4.5,19.7,12.2,10.1,1.5,1.6,14.9,18.9,"",0.8,1.6,2.4,.084,"",-1.2,0.7,-0.5,0.5
339,Monte Morris\morrimo01,PG,22,DEN,3,25,27.3,.727,.167,.333,0.0,9.1,4.5,41.3,5.9,0.0,12.7,13.7,"",0.1,0.0,0.2,.315,"",3.6,-1.4,2.2,0.0
340,Johnathan Motley\motlejo01,PF,22,DAL,3,8,45.3,.528,.000,1.600,0.0,72.5,35.1,30.4,0.0,22.6,0.0,48.6,"",0.0,0.0,0.0,.291,"",1.0,14.2,15.1,0.0
341,Timofey Mozgov\mozgoti01,C,31,BRK,27,332,10.8,.595,.214,.298,8.8,18.6,13.7,3.7,0.7,2.5,24.0,16.3,"",0.0,0.3,0.3,.039,"",-4.5,-0.3,-4.8,-0.2
342,Emmanuel Mudiay\mudiaem01,PG,21,TOT,48,900,12.9,.497,.309,.255,2.4,12.0,7.2,25.7,1.5,0.7,16.5,24.9,"",-0.1,0.5,0.5,.025,"",-1.8,-2.2,-4.1,-0.5
343,Shabazz Muhammad\muhamsh01,SF,25,MIN,32,301,9.4,.446,.157,.256,5.7,11.7,8.7,3.3,0.8,0.6,3.6,20.5,"",0.0,0.1,0.1,.009,"",-4.2,-4.3,-8.5,-0.5
344,Xavier Munford\munfoxa02,SG,25,MIL,5,19,-1.4,.218,.333,.333,6.2,0.0,3.1,28.0,2.6,0.0,22.5,21.3,"",-0.1,0.0,-0.1,-0.215,"",-9.6,-4.3,-13.9,-0.1
345,Dejounte Murray\murrade01,PG,21,SAS,61,1212,14.8,.480,.047,.233,7.5,22.4,15.0,22.1,2.4,1.8,17.7,21.3,"",-0.3,2.3,2.0,.079,"",-2.6,3.2,0.7,0.8
346,Jamal Murray\murraja01,PG,20,DEN,60,1833,16.3,.585,.399,.220,3.9,9.4,6.6,15.7,1.4,0.8,13.3,23.0,"",3.1,0.9,4.1,.106,"",1.9,-2.1,-0.2,0.8
347,Mike Muscala\muscami01,C,26,ATL,33,568,14.9,.586,.452,.205,7.3,18.5,12.9,7.2,1.7,2.4,10.4,15.6,"",0.9,0.6,1.4,.120,"",-0.1,0.3,0.2,0.3
348,Abdel Nader\naderab01,SF,24,BOS,31,282,5.3,.456,.500,.159,3.2,11.8,7.6,9.2,1.1,1.2,18.6,17.1,"",-0.4,0.4,-0.1,-0.009,"",-5.3,-0.1,-5.4,-0.2
349,Larry Nance\nancela02,C,25,TOT,48,1052,19.9,.618,.017,.356,12.5,20.1,16.3,9.6,3.1,2.1,11.4,15.2,"",2.6,1.7,4.4,.199,"",1.2,2.8,4.0,1.6
350,Shabazz Napier\napiesh01,PG,26,POR,54,1148,15.4,.561,.398,.246,1.9,9.6,5.8,15.5,2.9,0.8,13.6,19.8,"",1.2,1.5,2.7,.115,"",0.4,0.5,0.9,0.8
351,Jameer Nelson\nelsoja01,PG,35,TOT,48,970,8.6,.502,.517,.077,1.5,10.0,5.8,23.3,1.2,0.3,20.7,13.7,"",0.1,0.5,0.6,.032,"",-2.2,-1.8,-4.0,-0.5
352,Raul Neto\netora01,PG,25,UTA,33,434,12.5,.551,.314,.212,1.8,9.8,5.8,22.6,1.2,0.6,15.8,18.6,"",0.4,0.4,0.8,.085,"",-1.5,-1.5,-3.0,-0.1
353,Georges Niang\niangge01,PF,24,UTA,2,2,27.0,"","","",0.0,0.0,0.0,0.0,25.2,0.0,"",0.0,"",0.0,0.0,0.0,.332,"",2.7,23.6,26.3,0.0
354,Joakim Noah\noahjo01,C,32,NYK,7,40,15.7,.510,.000,.400,16.9,22.2,19.6,14.1,2.5,4.4,25.4,17.2,"",0.0,0.1,0.1,.078,"",-2.1,3.6,1.5,0.0
355,Nerlens Noel\noelne01,C,23,DAL,19,241,14.6,.581,.000,.333,12.2,23.6,17.7,4.4,2.3,4.1,21.6,15.8,"",0.2,0.4,0.5,.108,"",-4.1,2.5,-1.5,0.0
356,Lucas Nogueira\noguelu01,C,25,TOR,35,318,16.8,.654,.250,.281,5.0,18.6,12.0,6.4,2.8,8.1,15.3,11.6,"",0.5,0.7,1.2,.185,"",-0.9,6.2,5.3,0.6
357,Dirk Nowitzki\nowitdi01,C,39,DAL,61,1530,17.1,.577,.415,.152,1.4,24.9,12.8,10.7,1.2,2.0,5.6,20.4,"",2.3,1.7,4.1,.128,"",0.3,0.4,0.7,1.0
358,Frank Ntilikina\ntilila01,PG,19,NYK,59,1207,6.6,.433,.303,.153,2.3,9.4,5.9,20.7,2.3,0.9,22.4,17.3,"",-1.8,1.0,-0.8,-0.031,"",-3.9,0.0,-3.9,-0.6
359,Jusuf Nurkic\nurkiju01,C,23,POR,58,1536,17.8,.514,.010,.304,9.1,25.1,17.2,11.5,1.6,3.9,14.7,26.8,"",-0.1,2.7,2.6,.083,"",-3.3,2.4,-0.9,0.4
360,David Nwaba\nwabada01,SG,25,CHI,49,1098,13.2,.588,.103,.593,5.1,16.8,10.8,8.0,1.7,1.8,12.3,13.9,"",1.3,1.0,2.4,.103,"",-2.1,1.3,-0.8,0.3
361,Johnny O'Bryant\obryajo01,PF,24,CHO,36,379,11.9,.470,.251,.146,8.1,19.2,13.5,5.9,1.0,1.3,7.6,22.6,"",-0.1,0.4,0.3,.042,"",-3.4,-2.1,-5.5,-0.3
362,Royce O'Neale\onealro01,SF,24,UTA,48,734,12.2,.552,.426,.303,2.9,20.8,11.8,13.6,1.7,0.6,14.0,15.9,"",0.6,1.0,1.6,.103,"",-1.5,0.9,-0.7,0.2
363,Kyle O'Quinn\oquinky01,C,27,NYK,60,1015,19.5,.636,.032,.361,10.0,27.3,18.7,16.2,1.2,5.6,19.8,17.2,"",1.9,1.6,3.5,.165,"",0.2,3.9,4.1,1.6
364,Semi Ojeleye\ojelese01,PF,23,BOS,55,780,4.2,.442,.752,.203,3.9,11.1,7.6,2.4,1.0,0.2,9.4,9.2,"",-0.2,1.0,0.7,.044,"",-3.7,0.1,-3.6,-0.3
